code_rome,slug,title,grand_domaine_code,grand_domaine,domaine_pro,projets_recrutement,taux_difficulte,is_digital,transition_eco,emploi_reglemente,url
L1527,l1527,Chef constructeur / Cheffe constructrice en décors,L,Spectacle,Techniciens du spectacle,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/L1527
M1101,m1101,Acheteur / Acheteuse,M,Support à l'entreprise,Achats,2835,39.3,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1101
M1102,m1102,Responsable des achats,M,Support à l'entreprise,Achats,2120,33.7,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1102
M1201,m1201,Analyste financier / Analyste financière,M,Support à l'entreprise,Comptabilité et gestion,5919,43.2,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1201
M1202,m1202,Auditeur comptable et financier / Auditrice comptable et financière,M,Support à l'entreprise,Comptabilité et gestion,5919,43.2,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1202
M1203,m1203,Comptable,M,Support à l'entreprise,Comptabilité et gestion,11256,49.3,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1203
M1204,m1204,Contrôleur / Contrôleuse de gestion,M,Support à l'entreprise,Comptabilité et gestion,11256,49.3,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1204
M1205,m1205,Directeur / Directrice des services administratifs et financiers,M,Support à l'entreprise,Comptabilité et gestion,24246,31.2,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1205
M1206,m1206,Responsable comptabilité,M,Support à l'entreprise,Comptabilité et gestion,11256,49.3,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1206
M1207,m1207,Trésorier / Trésorière,M,Support à l'entreprise,Comptabilité et gestion,5919,43.2,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1207
M1208,m1208,Responsable contrôle de gestion,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1208
M1209,m1209,Conseiller / Conseillère en gestion,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1209
M1210,m1210,Commissaire aux comptes,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/M1210
M1211,m1211,Expert-comptable / Experte-comptable,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/M1211
M1212,m1212,Gestionnaire de lits,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1212
M1213,m1213,Assistant / Assistante comptable,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1213
M1214,m1214,Négociateur / Négociatrice en devises,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1214
M1215,m1215,Contrôleur comptable et financier / Contrôleuse comptable et financière,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1215
M1216,m1216,Secrétaire général / Secrétaire générale,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1216
M1217,m1217,"Intendant / Intendante d'établissement scolaire (lycée, collège...)",M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1217
M1218,m1218,Directeur / Directrice de l'environnement de travail,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1218
M1219,m1219,Conseiller / Conseillère en fusion et acquisition,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1219
M1220,m1220,Credit manager,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1220
M1221,m1221,Responsable financement de projet,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1221
M1222,m1222,Assistant / Assistante de contrôle budgétaire,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1222
M1223,m1223,Chef / Cheffe des services administratifs et financiers,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1223
M1224,m1224,Economiste financier / Economiste financière,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1224
M1225,m1225,Aide-comptable,M,Support à l'entreprise,Comptabilité et gestion,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1225
M1301,m1301,Dirigeant / Dirigeante d'entreprise privée,M,Support à l'entreprise,Direction d'entreprise,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1301
M1302,m1302,Responsable de Petite ou Moyenne Entreprise -PME-,M,Support à l'entreprise,Direction d'entreprise,9,100.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1302
M1303,m1303,Directeur / Directrice de filiale,M,Support à l'entreprise,Direction d'entreprise,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1303
M1304,m1304,Directeur / Directrice d'unité de services au public,M,Support à l'entreprise,Direction d'entreprise,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1304
M1305,m1305,Fablab Manager,M,Support à l'entreprise,Direction d'entreprise,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1305
M1401,m1401,Enquêteur / Enquêtrice sondage,M,Support à l'entreprise,Organisation et études,25453,30.7,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1401
M1402,m1402,Responsable en organisation en entreprise,M,Support à l'entreprise,Organisation et études,7126,39.4,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1402
M1403,m1403,Chargé / Chargée d'études socio-économiques,M,Support à l'entreprise,Organisation et études,765,38.6,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1403
M1404,m1404,Responsable d'enquêtes terrain,M,Support à l'entreprise,Organisation et études,2213,34.5,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1404
M1405,m1405,Data scientist,M,Support à l'entreprise,Organisation et études,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1405
M1406,m1406,Responsable RSE - Responsabilité Sociétale de l'Entreprise,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1406
M1407,m1407,Responsable de la veille scientifique et technique en industrie pharmaceutique,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1407
M1408,m1408,Responsable des études pharmaco-économiques en industrie pharmaceutique,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/M1408
M1409,m1409,Ingénieur / Ingénieure économiste en entreprise,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1409
M1410,m1410,Responsable Green IT,M,Support à l'entreprise,Organisation et études,0,,True,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1410
M1411,m1411,Consultant / Consultante en énergie renouvelable,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1411
M1412,m1412,Ergonome,M,Support à l'entreprise,Organisation et études,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1412
M1413,m1413,Chargé / Chargée de mission RSE - Responsabilité Sociétale de l'Entreprise,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1413
M1414,m1414,Ingénieur statisticien / Ingénieure statisticienne,M,Support à l'entreprise,Organisation et études,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1414
M1415,m1415,Auditeur social / Auditrice sociale,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1415
M1416,m1416,Animateur / Animatrice qualité services,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1416
M1417,m1417,Intervenant / Intervenante en Prévention des Risques Professionnels - IPRP,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1417
M1418,m1418,Recruteur / Recruteuse de donateurs,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1418
M1419,m1419,Data analyst,M,Support à l'entreprise,Organisation et études,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1419
M1420,m1420,Responsable en intelligence économique,M,Support à l'entreprise,Organisation et études,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1420
M1421,m1421,Panéliste,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1421
M1422,m1422,Directeur / Directrice d'études socio-économiques,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1422
M1423,m1423,Chief Data Officer,M,Support à l'entreprise,Organisation et études,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1423
M1424,m1424,Consultant / Consultante en intelligence économique,M,Support à l'entreprise,Organisation et études,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1424
M1425,m1425,Agent recenseur / Agente recenseuse,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1425
M1426,m1426,Chief digital officer - Responsable de la transformation digitale,M,Support à l'entreprise,Organisation et études,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1426
M1427,m1427,Animateur / Animatrice de réseau d'entreprises,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1427
M1428,m1428,Directeur / Directrice qualité services,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1428
M1429,m1429,Consultant / Consultante en management,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1429
M1430,m1430,Chargé / Chargée d'études commerciales,M,Support à l'entreprise,Organisation et études,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1430
M1501,m1501,Assistant / Assistante Ressources Humaines (RH),M,Support à l'entreprise,Ressources humaines,21208,28.2,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1501
M1502,m1502,Chargé / Chargée de recrutement,M,Support à l'entreprise,Ressources humaines,21208,28.2,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1502
M1503,m1503,Directeur / Directrice des Ressources Humaines (DRH),M,Support à l'entreprise,Ressources humaines,2881,33.2,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1503
M1504,m1504,Responsable formation professionnelle en entreprise,M,Support à l'entreprise,Ressources humaines,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1504
M1505,m1505,Chargé / Chargée de formation en entreprise,M,Support à l'entreprise,Ressources humaines,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1505
M1506,m1506,Manager de proximité,M,Support à l'entreprise,Ressources humaines,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1506
M1507,m1507,Gestionnaire paie,M,Support à l'entreprise,Ressources humaines,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1507
M1508,m1508,Conseiller / Conseillère en gestion de carrière,M,Support à l'entreprise,Ressources humaines,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1508
M1509,m1509,Responsable paie et administration du personnel,M,Support à l'entreprise,Ressources humaines,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1509
M1510,m1510,Chargé / Chargée de mission RH diversité handicap,M,Support à l'entreprise,Ressources humaines,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1510
M1511,m1511,Responsable Qualité de Vie au Travail,M,Support à l'entreprise,Ressources humaines,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1511
M1512,m1512,Directeur / Directrice des relations sociales,M,Support à l'entreprise,Ressources humaines,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1512
M1601,m1601,Chargé / Chargée d'accueil,M,Support à l'entreprise,Secrétariat et assistance,29918,22.8,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1601
M1602,m1602,Agent administratif / Agente administrative,M,Support à l'entreprise,Secrétariat et assistance,25453,30.7,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1602
M1603,m1603,Facteur / Factrice,M,Support à l'entreprise,Secrétariat et assistance,7429,40.7,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1603
M1604,m1604,Assistant / Assistante de direction,M,Support à l'entreprise,Secrétariat et assistance,24555,37.1,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1604
M1605,m1605,Secrétaire technique,M,Support à l'entreprise,Secrétariat et assistance,25453,30.7,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1605
M1606,m1606,Opérateur / Opératrice de saisie,M,Support à l'entreprise,Secrétariat et assistance,25453,30.7,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1606
M1607,m1607,Secrétaire,M,Support à l'entreprise,Secrétariat et assistance,24555,37.1,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1607
M1608,m1608,Secrétaire comptable,M,Support à l'entreprise,Secrétariat et assistance,24555,37.1,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1608
M1609,m1609,Secrétaire médical / Secrétaire médicale,M,Support à l'entreprise,Secrétariat et assistance,24555,37.1,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1609
M1610,m1610,Intendant / Intendante du sport,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1610
M1611,m1611,Secrétaire Facturier / Facturière,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1611
M1612,m1612,Assistant / Assistante de service juridique,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1612
M1613,m1613,Télésecrétaire,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1613
M1614,m1614,Standardiste,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1614
M1615,m1615,Distributeur / Distributrice de prospectus et imprimés,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1615
M1616,m1616,Auxiliaire de gestion des écoles de conduite,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1616
M1617,m1617,Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable -DIM-),M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/M1617
M1618,m1618,Agent / Agente de liaison courrier,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1618
M1619,m1619,Approvisionneur / Approvisionneuse points de distribution,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1619
M1620,m1620,Superviseur / Superviseuse de distributeurs d'imprimés,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1620
M1621,m1621,Assistant / Assistante de gestion administrative,M,Support à l'entreprise,Secrétariat et assistance,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1621
M1701,m1701,Responsable de l'administration des ventes,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",3240,36.2,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1701
M1702,m1702,Planneur / Planneuse stratégique,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",2120,33.7,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1702
M1703,m1703,Chef / Cheffe de produit,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",3240,36.2,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1703
M1704,m1704,Responsable relation client (CRM),M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",3240,36.2,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1704
M1705,m1705,Responsable marketing,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",2525,30.6,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1705
M1706,m1706,Chef / Cheffe de promotion des ventes,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",2525,30.6,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1706
M1707,m1707,Responsable Commercial / Commerciale,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",2525,30.6,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1707
M1708,m1708,Directeur / Directrice de l'accès au marché en industrie pharmaceutique,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1708
M1709,m1709,Chef / Cheffe de gamme en industrie pharmaceutique,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1709
M1710,m1710,Responsable régional / Responsable régionale des relations scientifiques médicales,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1710
M1711,m1711,Directeur / Directrice du marketing,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1711
M1712,m1712,Directeur / Directrice de l'information promotionnelle du médicament en industrie pharmaceutique,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1712
M1713,m1713,Responsable d'associations de patients en industrie pharmaceutique,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1713
M1714,m1714,Chargé / Chargée de l'information promotionnelle du médicament en industrie pharmaceutique,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1714
M1715,m1715,Directeur commercial / Directrice commerciale,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1715
M1716,m1716,Directeur / Directrice marketing digital,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1716
M1717,m1717,Responsable innovation,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1717
M1718,m1718,Chargé / Chargée de marketing digital,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1718
M1719,m1719,Chargé / Chargée des relations avec les influenceurs,M,Support à l'entreprise,"Stratégie commerciale, marketing et supervision des ventes",0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1719
M1801,m1801,Administrateur / Administratrice de systèmes d'information (SI),M,Support à l'entreprise,Systèmes d'information et de télécommunication,9879,49.5,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1801
M1802,m1802,Expert / Experte systèmes et réseaux informatiques,M,Support à l'entreprise,Systèmes d'information et de télécommunication,1769,62.3,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1802
M1803,m1803,Directeur / Directrice des systèmes d'information -DSI-,M,Support à l'entreprise,Systèmes d'information et de télécommunication,4936,49.5,True,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1803
M1804,m1804,Ingénieur / Ingénieure télécoms,M,Support à l'entreprise,Systèmes d'information et de télécommunication,14850,61.7,True,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1804
M1805,m1805,Développeur / Développeuse informatique,M,Support à l'entreprise,Systèmes d'information et de télécommunication,22110,54.3,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1805
M1806,m1806,Consultant fonctionnel / Consultante fonctionnelle des systèmes d'information,M,Support à l'entreprise,Systèmes d'information et de télécommunication,1769,62.3,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1806
M1807,m1807,Opérateur / Opératrice télécom aux armées,M,Support à l'entreprise,Systèmes d'information et de télécommunication,4943,49.6,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1807
M1808,m1808,Cartographe,M,Support à l'entreprise,Systèmes d'information et de télécommunication,4330,46.5,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1808
M1809,m1809,Météorologue,M,Support à l'entreprise,Systèmes d'information et de télécommunication,4330,46.5,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1809
M1810,m1810,Technicien / Technicienne d'exploitation informatique,M,Support à l'entreprise,Systèmes d'information et de télécommunication,9879,49.5,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1810
M1811,m1811,Data engineer,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1811
M1812,m1812,Responsable de la Sécurité des Systèmes d'Information (RSSI),M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/M1812
M1813,m1813,Intégrateur / Intégratrice logiciels métiers,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1813
M1814,m1814,Scrum Master,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1814
M1815,m1815,Spécialiste test et validation logiciel ou application,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1815
M1816,m1816,Technicien / Technicienne réseaux informatiques et télécoms,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1816
M1817,m1817,Administrateur / Administratrice sécurité informatique,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1817
M1818,m1818,Ingénieur / Ingénieure d'étude informatique,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1818
M1819,m1819,Ingénieur / Ingénieure sécurité informatique,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1819
M1820,m1820,Expert / Experte méthodes et qualité informatique,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1820
M1821,m1821,Analyste d'application informatique,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1821
M1822,m1822,Ingénieur / Ingénieure systèmes et réseaux informatiques,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1822
M1823,m1823,Consultant / Consultante avant-vente,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1823
M1824,m1824,Développeur / Développeuse décisionnel - Business Intelligence,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1824
M1825,m1825,Coordinateur / Coordinatrice de production web,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1825
M1826,m1826,Ingénieur / Ingénieure supervision IT Datacenter,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1826
M1827,m1827,Ingénieur / Ingénieure DevOps,M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1827
M1828,m1828,Chef de projet / Cheffe de projet (Project Management Officer),M,Support à l'entreprise,Systèmes d'information et de télécommunication,0,,True,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/M1828
