code_rome,slug,title,grand_domaine_code,grand_domaine,domaine_pro,projets_recrutement,taux_difficulte,is_digital,transition_eco,emploi_reglemente,url
A1101,a1101,Conducteur / Conductrice d'engins agricoles,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Engins agricoles et forestiers,3814,66.7,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1101
A1102,a1102,Conducteur / Conductrice d'engins d'exploitation forestière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Engins agricoles et forestiers,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1102
A1201,a1201,Bûcheron / Bûcheronne,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,1352,72.0,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1201
A1202,a1202,Agent / Agente d'entretien des espaces naturels,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,27450,53.2,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1202
A1203,a1203,Agent / Agente d'entretien des espaces verts,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,27450,53.2,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1203
A1204,a1204,Garde de parc naturel,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,1998,68.9,False,Emploi Vert,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1204
A1205,a1205,Sylviculteur / Sylvicultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,1352,72.0,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1205
A1206,a1206,Concepteur / Conceptrice paysagiste,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,0,,False,Emploi Vert,O,https://candidat.francetravail.fr/metierscope/fiche-metier/A1206
A1207,a1207,Chef / Cheffe d'équipe d'entretien d'espaces naturels,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1207
A1208,a1208,Jardinier / Jardinière paysagiste,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1208
A1209,a1209,Elagueur / Elagueuse,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1209
A1210,a1210,Ouvrier forestier / Ouvrière forestière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1210
A1211,a1211,Chef / Cheffe d'équipe paysagiste,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1211
A1212,a1212,Chef / Cheffe d'équipe de travaux forestiers,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1212
A1213,a1213,Conducteur / Conductrice de travaux forestiers,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1213
A1214,a1214,Patrouilleur modeleur / Patrouilleuse modeleuse VTT,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Espaces naturels et espaces verts,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1214
A1301,a1301,Technicien / Technicienne de culture maraîchère,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,1500,63.9,False,Emploi Vert,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1301
A1302,a1302,Technicien / Technicienne agricole,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,1500,63.9,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1302
A1303,a1303,Ingénieur / Ingénieure d'études et de recherche agricoles,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,1500,63.9,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1303
A1304,a1304,Conseiller / Conseillère technique agricole,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1304
A1305,a1305,Technicien / Technicienne des services vétérinaires,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1305
A1306,a1306,Chargé / Chargée de mission biodiversité,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1306
A1307,a1307,Ingénieur forestier / Ingénieure forestière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1307
A1308,a1308,Technicien / Technicienne de l'insémination animale,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/A1308
A1309,a1309,Technicien / Technicienne d'élevage équin,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1309
A1310,a1310,Technicien / Technicienne de production animale,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1310
A1311,a1311,Technicien forestier / Technicienne forestière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1311
A1312,a1312,Directeur / Directrice environnement,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1312
A1313,a1313,Chargé / Chargée de mission environnement,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Etudes et assistance technique,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1313
A1401,a1401,Cueilleur / Cueilleuse de fruits,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,82421,45.9,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1401
A1402,a1402,Aide agricole en production végétale,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,18980,59.9,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1402
A1403,a1403,Aide d'élevage agricole,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,4140,62.4,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1403
A1404,a1404,Aquaculteur / Aquacultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,2146,61.6,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1404
A1405,a1405,Arboriculteur / Arboricultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,82421,45.9,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1405
A1406,a1406,Capitaine de pêche,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,319,96.9,False,Emploi stratégique pour la Transition écologique,O,https://candidat.francetravail.fr/metierscope/fiche-metier/A1406
A1407,a1407,Eleveur / Eleveuse de bovins,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,4140,62.4,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1407
A1408,a1408,Eleveur / Eleveuse d'animaux sauvages,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,4140,62.4,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1408
A1409,a1409,Aviculteur / Avicultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,4140,62.4,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1409
A1410,a1410,Eleveur / Eleveuse d'ovins,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,4140,62.4,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1410
A1411,a1411,Eleveur / Eleveuse de porcins,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,4140,62.4,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1411
A1412,a1412,Fromager-affineur / Fromagère-affineuse,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,24591,63.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1412
A1413,a1413,Brasseur / Brasseuse de bière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,24707,63.1,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1413
A1414,a1414,Horticulteur / Horticultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,18980,59.9,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1414
A1415,a1415,Marin-pêcheur,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,2146,61.6,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/A1415
A1416,a1416,Exploitant / Exploitante agricole,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,91525,49.1,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1416
A1417,a1417,Saliculteur / Salicultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,2146,61.6,False,Emploi Vert,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1417
A1418,a1418,Viticulteur / Viticultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1418
A1419,a1419,Ouvrier agricole polyvalent / Ouvrière agricole polyvalente,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1419
A1420,a1420,Chef / Cheffe de culture responsable d'unité de production agricole,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1420
A1421,a1421,Palefrenier soigneur / Palefrenière soigneuse,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1421
A1422,a1422,Caviste de chai,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1422
A1423,a1423,¼nologue,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1423
A1424,a1424,Pisciculteur / Piscicultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1424
A1425,a1425,Ramendeur / Ramendeuse,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1425
A1426,a1426,Educateur canin / Educatrice canine,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1426
A1427,a1427,Goémonier / Goémonière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Vert,O,https://candidat.francetravail.fr/metierscope/fiche-metier/A1427
A1428,a1428,Algoculteur / Algocultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1428
A1429,a1429,Apiculteur / Apicultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1429
A1430,a1430,Ouvrier / Ouvrière aquacole,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1430
A1431,a1431,Ouvrier / Ouvrière piscicole,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1431
A1432,a1432,Osiériculteur / Osiéricultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1432
A1433,a1433,Maraîcher / Maraîchère,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1433
A1434,a1434,Tabaculteur / Tabacultrice,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Brun,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1434
A1435,a1435,Eleveur / Eleveuse d'animaux de compagnie,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1435
A1436,a1436,Conducteur / Conductrice de travaux en entreprise de travaux agricoles,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1436
A1437,a1437,Champignonniste,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1437
A1438,a1438,Pêcheur / Pêcheuse à pied,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1438
A1439,a1439,Eleveur / Eleveuse d'équidés,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1439
A1440,a1440,Cultivateur urbain / Cultivatrice urbaine,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1440
A1441,a1441,Pépiniériste,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1441
A1442,a1442,Eleveur / Eleveuse de lapins,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1442
A1443,a1443,Cidrier / Cidrière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1443
A1444,a1444,Aide agricole en production fruitière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi stratégique pour la Transition écologique,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1444
A1445,a1445,Pêcheur sous-marin / Pêcheuse sous-marine,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1445
A1446,a1446,Maître / Maîtresse de chai,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1446
A1447,a1447,Herboriste,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Production,0,,False,Emploi Vert,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1447
A1501,a1501,Auxiliaire vétérinaire,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,50508,64.8,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1501
A1502,a1502,Maréchal-ferrant / Maréchale-ferrante,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,11384,47.9,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/A1502
A1503,a1503,Toiletteur / Toiletteuse d'animaux,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,11384,47.9,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/A1503
A1504,a1504,Vétérinaire,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,118,90.7,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/A1504
A1505,a1505,Animalier / Animalière de laboratoire,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1505
A1506,a1506,Soigneur animalier / Soigneuse animalière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1506
A1507,a1507,Ostéopathe animalier / Ostéopathe animalière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/A1507
A1508,a1508,Dresseur animalier / Dresseuse animalière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1508
A1509,a1509,Comportementaliste animalier / Comportementaliste animalière,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1509
A1510,a1510,Préparateur / Préparatrice d'équidés,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1510
A1511,a1511,Gardien / Gardienne d'animaux,A,"Agriculture et Pêche, Espaces naturels et Espaces verts, Soins aux animaux",Soins aux animaux,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/A1511
B1101,b1101,Artiste Plasticien / Plasticienne,B,Arts et Façonnage d'ouvrages d'art,Arts plastiques,51,23.5,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/B1101
B1102,b1102,Mosaïste d'art,B,Arts et Façonnage d'ouvrages d'art,Arts plastiques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1102
B1103,b1103,Sculpteur / Sculptrice ornemaniste sur pierre,B,Arts et Façonnage d'ouvrages d'art,Arts plastiques,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1103
B1201,b1201,Céramiste,B,Arts et Façonnage d'ouvrages d'art,Céramique,236,75.4,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1201
B1301,b1301,Etalagiste,B,Arts et Façonnage d'ouvrages d'art,Décoration,1838,32.3,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1301
B1302,b1302,Décorateur / Décoratrice d'objets d'art,B,Arts et Façonnage d'ouvrages d'art,Décoration,78,89.7,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/B1302
B1303,b1303,Graveur / Graveuse d'art,B,Arts et Façonnage d'ouvrages d'art,Décoration,78,89.7,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/B1303
B1304,b1304,Artisan démonstrateur / Artisane démonstratrice,B,Arts et Façonnage d'ouvrages d'art,Décoration,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1304
B1401,b1401,Vannier / Vannière,B,Arts et Façonnage d'ouvrages d'art,Fibres et papier,78,89.7,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1401
B1402,b1402,Relieur / Relieuse d'art,B,Arts et Façonnage d'ouvrages d'art,Fibres et papier,78,89.7,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1402
B1403,b1403,Restaurateur / Restauratrice de livres anciens,B,Arts et Façonnage d'ouvrages d'art,Fibres et papier,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1403
B1404,b1404,Canneur rempailleur / Canneuse rempailleuse,B,Arts et Façonnage d'ouvrages d'art,Fibres et papier,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1404
B1501,b1501,Facteur / Factrice d'instruments à clavier,B,Arts et Façonnage d'ouvrages d'art,Instruments de musique,78,89.7,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1501
B1502,b1502,Facteur / Factrice d'instruments de musique anciens,B,Arts et Façonnage d'ouvrages d'art,Instruments de musique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1502
B1503,b1503,Facteur / Factrice d'instruments à vent,B,Arts et Façonnage d'ouvrages d'art,Instruments de musique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1503
B1504,b1504,Facteur / Factrice de percussions,B,Arts et Façonnage d'ouvrages d'art,Instruments de musique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1504
B1505,b1505,Luthier / Luthière,B,Arts et Façonnage d'ouvrages d'art,Instruments de musique,0,,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1505
B1601,b1601,Métallier / Métallière d'art,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",78,89.7,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/B1601
B1602,b1602,Souffleur / Souffleuse de verre,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",236,75.4,False,Emploi Blanc,,https://candidat.francetravail.fr/metierscope/fiche-metier/B1602
B1603,b1603,Opérateur / Opératrice en bijouterie,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",78,89.7,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1603
B1604,b1604,Horloger / Horlogère,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",5106,75.0,False,Emploi Blanc,N,https://candidat.francetravail.fr/metierscope/fiche-metier/B1604
B1605,b1605,Bijoutier / Bijoutière,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1605
B1606,b1606,Joaillier / Joaillière,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1606
B1607,b1607,Lapidaire / Diamantaire,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1607
B1608,b1608,Orfèvre planeur / Orfèvre planeuse,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1608
B1609,b1609,Responsable d'atelier en bijouterie ou joaillerie,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1609
B1610,b1610,Sertisseur / Sertisseuse en bijouterie ou joaillerie,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1610
B1611,b1611,Trieur / Trieuse de pierres et perles,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1611
B1612,b1612,Concepteur / Conceptrice numérique en bijouterie joaillerie,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,True,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1612
B1613,b1613,Orfèvre,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1613
B1614,b1614,Monteur / Monteuse en orfèvrerie,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1614
B1615,b1615,Orfèvre tourneur repousseur / Orfèvre tourneuse repousseuse,B,Arts et Façonnage d'ouvrages d'art,"Métal, verre, bijouterie et horlogerie",0,,False,Emploi Blanc,O,https://candidat.francetravail.fr/metierscope/fiche-metier/B1615
